actors,director,entrees_fr,entrees_usa,image_urls,nationalite,semaine_fr,semaine_usa,studio,timing,title,titre_original
"Natalie Portman,Julianne Moore,Charles Melton","Todd Haynes,Samy Burch",118770,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/09/06/09/03/2490223.jpg,u.s.a.,24/01/2024 au 31/01/2024,,arp sélection,0,may december,pas de titre original
"Jason Statham,Jing Wu,Shuya Sophia Cai","Ben Wheatley,Jon Hoeber,Erich Hoeber",696823,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/06/13/10/45/4427962.jpg,u.s.a.,02/08/2023 au 9/08/2023,,warner bros. france,0,en eaux très troubles,meg 2: the trench
"Juliette Binoche,Benoît Magimel,Emmanuel Salinger","Tran Anh Hung,Tran Anh Hung",94401,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/09/13/12/06/5374251.jpg,france,08/11/2023 au 15/11/2023,,gaumont distribution,0,la passion de dodin bouffant,pas de titre original
"Laurent Lafitte,Stacy Martin,Bertrand de Roffignac","Olivier Py,Olivier Py,Bertrand de Roffignac",31266,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/12/21/12/40/4021104.jpg,france,14/02/2024 au 21/02/2024,,memento distribution,0,le molière imaginaire,pas de titre original
"Gérard Depardieu,Catherine Frot,Jean-Pierre Darroussin","Lucas Belvaux,Lucas Belvaux",75111,,https://fr.web.img6.acsta.net/c_310_420/pictures/20/07/15/11/39/5633138.jpg,france,02/06/2021 au 9/06/2021,,ad vitam,0,des hommes,pas de titre original
"Océane Demontis,Ariana DeBose,Lambert Wilson","Chris Buck,Fawn Veerasunthorn,Jennifer Lee,Allison Moore",628897,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/11/02/16/59/5607521.jpg,u.s.a.,29 novembre au 6 décembre 2023,,the walt disney company france,0,wish - asha et la bonne étoile,wish
"Didier Bourdon,Hakim Jemili,Camille Lou","Antonin Fourlon,Frédéric Forestier,Antonin Fourlon",329408,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/10/31/10/38/2323716.jpg,france,20/12/2023 au 27/12/2023,,ugc distribution,0,chasse gardée,pas de titre original
"John Malkovich,Fanny Ardant,Emilie Dequenne","Gilles Legardinier,Gilles Legardinier,Christel Henon",112355,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/07/04/09/19/0687021.jpg,luxembourg,01/11/2023 au 8/11/2023,,universal pictures international france,0,complètement cramé !,pas de titre original
"Tarek Boudali,Philippe Lacheau,Julien Arruti","Tarek Boudali,Tarek Boudali",872669,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/07/11/17/03/2741635.jpg,france,25 octobre au 1 novembre 2023,,studiocanal,0,3 jours max,pas de titre original
"Jeffrey Wright,Tracee Ellis Ross,John Ortiz","Cord Jefferson,Cord Jefferson",2597531,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/12/20/10/31/5820560.jpg,u.s.a.,26/01/2024 au 29/01/2024,,2 prix et 6 nominations,0,american fiction,pas de titre original
"Sofía Otero,Patricia López Arnaiz,Ane Gabarain","Estibaliz Urresola Solaguren,Estibaliz Urresola Solaguren",15669,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/10/12/11/06/0853085.jpg,espagne,14/02/2024 au 21/02/2024,,jour2fête,0,20 000 espèces d'abeilles,20.000 especies de abejas
"Arieh Worthalter,Arthur Harari,Stéphan Guérin-Tillié","Cédric Kahn,Cédric Kahn,Nathalie Hertzberg",110011,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/06/27/12/21/2686698.jpg,france,27 septembre au 4 octobre 2023,,ad vitam,0,le procès goldman,pas de titre original
"Pio Marmaï,Jonathan Cohen,Noémie Merlant","Eric Toledano,Olivier Nakache,Eric Toledano,Olivier Nakache",424007,,https://fr.web.img3.acsta.net/c_310_420/o_club-allocine-2024-310x420.png_0_se/pictures/23/06/29/13/42/2333550.jpg,france,18/10/2023 au 25/10/2023,,gaumont distribution,0,une année difficile,pas de titre original
"Guido Caprino,Nuno Lopes,Andrzej Chyra","David Oelhoffen,David Oelhoffen,Jacques Perrin",5251,,https://fr.web.img3.acsta.net/c_310_420/pictures/24/01/18/17/28/5161341.jpg,france,21/02/2024 au 28/02/2024,,tandem,0,les derniers hommes,pas de titre original
"Magalie Lépine Blondeau,Pierre-Yves Cardinal,Francis-William Rhéaume","Monia Chokri,Monia Chokri",77363,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/07/03/09/29/2280826.jpg,canada,08/11/2023 au 15/11/2023,,memento distribution,0,simple comme sylvain,pas de titre original
"Ichem Bougheraba,Emma Smet,Arriles Amrani","Ali Boughéraba,Hakim Boughéraba,Ichem Bougheraba,Ali Boughéraba",344268,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/10/24/15/24/3478223.jpg,france,03/01/2024 au 10/01/2024,,apollo films,0,les segpa au ski,pas de titre original
"Mark Wahlberg,Mel Gibson,Jacki Weaver","Rosalind Ross,Rosalind Ross",5700000,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/07/13/14/31/4553122.jpg,u.s.a.,15/04/2022 au 18/04/2022,,1 nomination,0,père stu : un héros pas comme les autres,father stu
"Michael Zindel,Agnès Jaoui,Solal Bouloudnine","Noé Debré,Noé Debré",64165,,https://fr.web.img3.acsta.net/c_310_420/pictures/23/11/27/10/20/4832823.jpg,france,24/01/2024 au 31/01/2024,,ad vitam,0,le dernier des juifs,pas de titre original
"Tom Blyth,Rachel Zegler,Peter Dinklage","Francis Lawrence,Michael Arndt,Michael Lesslie",613191,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/09/20/16/33/4604785.jpg,u.s.a.,15/11/2023 au 22/11/2023,,metropolitan filmexport,0,hunger games: la ballade du serpent et de l'oiseau chanteur,the hunger games: the ballad of songbirds and snakes
"Ben Affleck,Alice Braga,JD Pardo","Robert Rodriguez,Max Borenstein,Robert Rodriguez",189754,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/06/20/12/05/2286524.jpg,u.s.a.,23/08/2023 au 30/08/2023,,snd,0,hypnotic,pas de titre original
"Joel Edgerton,Sigourney Weaver,Quintessa Swindell","Paul Schrader,Paul Schrader",20443,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/06/06/12/14/3873251.jpg,u.s.a.,05/07/2023 au 12/07/2023,,the jokers / les bookmakers,0,master gardener,pas de titre original
" D’Jal,Grégoire Bonnet,Aurélie Boquien","Frank Cimière,Frank Cimière, D’Jal",122868,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/12/14/17/05/0755513.jpg,france,07/02/2024 au 14/02/2024,,sony pictures releasing france,0,opération portugal 2: la vie de château,pas de titre original
"Greta Lee,Yoo Teo,John Magaro","Celine Song,Celine Song",40381,,https://fr.web.img4.acsta.net/c_310_420/o_club-allocine-2024-310x420.png_0_se/pictures/23/06/07/15/00/2524425.jpg,u.s.a.,13/12/2023 au 20/12/2023,,arp sélection,0,past lives – nos vies d’avant,past lives
"Léa Drucker,Olivier Rabourdin,Samuel Kircher","Catherine Breillat,Catherine Breillat",58358,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/08/10/15/35/5998562.jpg,france,13/09/2023 au 20/09/2023,,pyramide distribution,0,l'été dernier,pas de titre original
"Paul Giamatti,Da’vine Joy Randolph,Dominic Sessa","Alexander Payne,David Hemingson",57639,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/10/13/14/40/1477438.jpg,u.s.a.,13/12/2023 au 20/12/2023,,universal pictures international france,0,winter break,the holdovers
"Karim Leklou,Vimala Pons,François Chattot","Stephan Castang,Mathieu Naert",23621,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/09/22/16/35/5924907.jpg,france,15/11/2023 au 22/11/2023,,capricci films,0,vincent doit mourir,pas de titre original
"Zac Efron,Harris Dickinson,Jeremy Allen White","Sean Durkin,Sean Durkin",46627,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/12/22/17/09/3537863.jpg,grande-bretagne,24/01/2024 au 31/01/2024,,metropolitan filmexport,0,iron claw,the iron claw
"Seydou Sarr,Moustapha Fall,Issaka Sawadogo","Matteo Garrone,Matteo Garrone,Massimo Gaudioso",65137,,https://fr.web.img5.acsta.net/c_310_420/o_club-allocine-2024-310x420.png_0_se/pictures/23/10/11/09/12/4467686.jpg,italie,03/01/2024 au 10/01/2024,,pathé,0,moi capitaine,io capitano
"Jan Bülow,Olivia Ross,Hanns Zischler","Timm Kröger,Timm Kröger,Roderick Warich",9404,,https://fr.web.img2.acsta.net/c_310_420/pictures/24/01/15/09/22/4468633.jpg,allemagne,21/02/2024 au 28/02/2024,,ufo distribution,0,universal theory,die theorie von allem
"Cécile de France,Albert Dupontel,Nicolas Marié","Albert Dupontel,Albert Dupontel",464003,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/07/24/17/55/0644798.jpg,france,25 octobre au 1 novembre 2023,,pathé,0,second tour,pas de titre original
"Enea Sala,Leonardo Maltese,Paolo Pierobon","Marco Bellocchio,Marco Bellocchio,Susanna Nicchiarelli",85243,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/09/01/12/29/4079382.jpg,italie,01/11/2023 au 8/11/2023,,ad vitam,0,l'enlèvement,rapito
"François Civil,Vincent Cassel,Romain Duris","Martin Bourboulon,Alexandre De La Patellière,Matthieu Delaporte",711192,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/10/06/12/03/1531578.jpg,france,13/12/2023 au 20/12/2023,,pathé,0,les trois mousquetaires: milady,pas de titre original
"Barry Keoghan,Jacob Elordi,Rosamund Pike","Emerald Fennell,Emerald Fennell",1860648,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/10/19/09/57/4070518.jpg,u.s.a.,24/11/2023 au 27/11/2023,,7 nominations,0,saltburn,pas de titre original
"Jared Leto,Matt Smith (XI),Adria Arjona","Daniel Espinosa,Burk Sharpless,Matt Sazama",403848,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/03/28/09/03/5612671.jpg,u.s.a.,30 mars au 6 avril 2022,,sony pictures releasing france,0,morbius,pas de titre original
"Christian Clavier,Isabelle Nanty,Jennie-Anne Walker","Pierre-François Martin-Laval,Pierre-François Martin-Laval",180735,,https://fr.web.img3.acsta.net/c_310_420/pictures/23/06/20/17/48/1370674.jpg,france,28 juin au 5 juillet 2023,,ugc distribution,0,les vengeances de maître poutifard,pas de titre original
"Joaquin Phoenix,Vanessa Kirby,Tahar Rahim","Ridley Scott,David Scarpa",764419,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/10/18/16/31/2876053.jpg,grande-bretagne,22/11/2023 au 29/11/2023,,sony pictures releasing france,0,napoléon,napoleon
"François Civil,Vincent Cassel,Romain Duris","Martin Bourboulon,Alexandre De La Patellière,Matthieu Delaporte",1007159,,https://fr.web.img4.acsta.net/c_310_420/o_club-allocine-2024-310x420.png_0_se/pictures/23/01/16/11/55/4417568.jpg,france,05/04/2023 au 12/04/2023,,pathé,0,les trois mousquetaires: d'artagnan,pas de titre original
"David Harbour,Orlando Bloom,Archie Madekwe","Neill Blomkamp,Neill Blomkamp,Zach Baylin",382349,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/05/03/10/55/2291595.jpg,u.s.a.,09/08/2023 au 16/08/2023,,sony pictures releasing france,0,gran turismo,gran turismo: based on a true story
"Marion Cotillard,Marie Bunel,Marie-Christine Adam","Mona Achache,Mona Achache",26508,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/10/03/14/17/4563241.jpg,france,15/11/2023 au 22/11/2023,,tandem,0,little girl blue,pas de titre original
,"Lucy Izzard,Lucy Izzard",10004,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/12/14/13/46/2755277.jpg,grande-bretagne,07/02/2024 au 14/02/2024,,cinéma public films,0,les toutes petites créatures,the very small creatures
"Gavril Dartevelle,Soma Santoki,Padrig Vion","Hayao Miyazaki,Hayao Miyazaki",702835,,https://fr.web.img6.acsta.net/c_310_420/o_club-allocine-2024-310x420.png_0_se/pictures/23/10/16/15/34/4707733.jpg,japon,01/11/2023 au 8/11/2023,,wild bunch distribution,0,le garçon et le héron,kimi-tachi wa dō ikiru ka
"Hae-hyo Kwon,Hye-Young Lee,Song Seon-mi","Hong Sang-Soo,Hong Sang-Soo",4421,,https://fr.web.img6.acsta.net/c_310_420/pictures/24/01/25/17/23/5945071.jpg,corée du sud,21/02/2024 au 28/02/2024,,capricci films,0,walk up,tab
"Brad Pitt,Margot Robbie,Diego Calva","Damien Chazelle,Damien Chazelle",508796,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/12/02/16/03/2536613.jpg,u.s.a.,18/01/2023 au 25/01/2023,,paramount pictures france,0,babylon,pas de titre original
"Jalal Altawil,Maja Ostaszewska,Behi Djanati Ataï","Agnieszka Holland,Agnieszka Holland,Maciej Pisuk",18130,,https://fr.web.img2.acsta.net/c_310_420/pictures/24/01/02/12/35/4070311.jpg,pologne,07/02/2024 au 14/02/2024,,condor distribution,0,green border,zielona granica
"Jeff Goldblum,Roberta Wallach,Tony Ramos","Fernando Trueba,Javier Mariscal,Fernando Trueba",15564,,https://fr.web.img3.acsta.net/c_310_420/pictures/24/01/03/16/50/0366534.jpg,espagne,31 janvier au 7 février 2024,,dulac distribution,0,they shot the piano player,pas de titre original
"Ryûnosuke Kamiki,Minami Hamabe,Yûki Yamada","Takashi Yamazaki,Takashi Yamazaki",263,,https://fr.web.img4.acsta.net/c_310_420/pictures/24/01/03/11/55/3350041.jpg,japon,06/12/2023 au 13/12/2023,,piece of magic entertainment france,0,godzilla minus one,
"Carey Mulligan,Zoe Kazan,Patricia Clarkson","Maria Schrader,Rebecca Lenkiewicz",58007,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/11/08/16/35/2822999.jpg,u.s.a.,23/11/2022 au 30/11/2022,,universal pictures international france,0,she said,pas de titre original
"Vincent Dedienne,Géraldine Nakache,Clémence Poésy","Rudy Milstein,Rudy Milstein,Théo Courtial",46091,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/10/11/12/28/1823597.jpg,france,22/11/2023 au 29/11/2023,,paname distribution,0,je ne suis pas un héros,pas de titre original
"Chloé Jouannet,Pascale Arbillot,Louise Coldefy","Noémie Lefort,Noémie Lefort,Fadette Drouard",59453,,https://fr.web.img2.acsta.net/c_310_420/pictures/22/09/08/15/49/1852262.jpg,france,14/12/2022 au 21/12/2022,,universal pictures international france,0,mon héroïne,pas de titre original
"Alma Pöysti,Jussi Vatanen,Janne Hyytiäinen","Aki Kaurismäki,Aki Kaurismäki",111219,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/08/21/15/37/1770745.jpg,finlande,20/09/2023 au 27/09/2023,,diaphana distribution,0,les feuilles mortes,kuolleet lehdet
"Hugh Jackman,Rebecca Ferguson,Thandiwe Newton","Lisa Joy,Lisa Joy",99007,,https://fr.web.img3.acsta.net/c_310_420/pictures/21/07/28/10/29/3991427.jpg,u.s.a.,25 août au 1 septembre 2021,,warner bros. france,0,reminiscence,pas de titre original
"David Harbour,John Leguizamo,Alex Hassell","Tommy Wirkola,Patrick Casey,Josh Miller (LVIII)",88083,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/10/19/17/48/3044641.jpg,u.s.a.,30 novembre au 7 décembre 2022,,universal pictures international france,0,violent night,pas de titre original
"John David Washington,Gemma Chan,Ken Watanabe","Gareth Edwards (V),Gareth Edwards (V),Chris Weitz",262507,,https://fr.web.img3.acsta.net/c_310_420/pictures/23/08/22/10/56/1690082.jpg,u.s.a.,27 septembre au 4 octobre 2023,,the walt disney company france,0,the creator,pas de titre original
"Kev Adams,Gérard Jugnot,Claire Chust","Christophe Barratier,Christophe Barratier,Serge Lamadie",101739,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/10/17/10/25/5599351.jpg,france,15/11/2023 au 22/11/2023,,apollo films / orange studio,0,comme par magie,pas de titre original
"Xolo Maridueña,Bruna Marquezine,Susan Sarandon","Angel Manuel Soto,Gareth Dunnet-Alcocer",239733,,https://fr.web.img3.acsta.net/c_310_420/pictures/23/08/11/15/51/5392555.jpg,u.s.a.,16/08/2023 au 23/08/2023,,warner bros. france,0,blue beetle,pas de titre original
"Taketo Tanaka, Koyuki,Lily Franky","Jumpei Matsumoto,Jumpei Matsumoto,Yuki Takafumi",236,,https://fr.web.img6.acsta.net/c_310_420/pictures/24/02/02/16/34/3458356.jpg,japon,28 février au 6 mars 2024,,wayna pitch,0,satoshi,a mother's touch
"Benjamin Lavernhe,Emmanuelle Bercot,Michel Vuillermoz","Frédéric Tellier,Frédéric Tellier,Olivier Gorce",350564,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/09/06/15/07/3983049.jpg,france,08/11/2023 au 15/11/2023,,snd,0,l'abbé pierre - une vie de combats,pas de titre original
"Clovis Cornillac,Eye Haïdara,Laurence Côte","Karine Blanc,Michel Tavares,Karine Blanc,Michel Tavares",70827,,https://fr.web.img3.acsta.net/c_310_420/pictures/23/09/25/17/06/5881682.jpg,france,01/11/2023 au 8/11/2023,,ugc distribution,0,"monsieur, le maire",pas de titre original
"Virginie Efira,Félix Lefebvre,Arieh Worthalter","Delphine Deloget,Delphine Deloget",84320,,https://fr.web.img3.acsta.net/c_310_420/pictures/23/10/09/10/35/2389993.jpg,france,22/11/2023 au 29/11/2023,,ad vitam,0,rien à perdre,pas de titre original
"Ghita Norby,Bodil Jorgensen,Rasmus Botoft","Karla Nor Holmbäck,Toke Westmark Steensen",10886,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/12/21/11/36/4465693.jpg,danemark,14/02/2024 au 21/02/2024,,gebeka films,0,"rose, petite fée des fleurs",roselil og stentrolden
"Ariane Ascaride,Jean-Pierre Darroussin,Lola Naymark","Robert Guédiguian,Robert Guédiguian,Serge Valletti",78090,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/10/09/10/33/1309225.jpg,france,15/11/2023 au 22/11/2023,,diaphana distribution,0,et la fête continue !,pas de titre original
"Théo Christine,Sofia Lesaffre,Jérôme Niel","Sébastien Vaniček,Sébastien Vaniček,Florent Bernard",69531,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/11/30/11/13/5779947.jpg,france,03/01/2024 au 10/01/2024,,tandem,0,vermines,pas de titre original
"Emmanuelle Devos,Raphaël Thiéry,Mireille Pitot","Anais Tellenne,Anais Tellenne",15574,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/12/21/08/57/0304793.jpg,france,24/01/2024 au 31/01/2024,,new story,0,l’homme d’argile,pas de titre original
"Ariane Ascaride,Bérénice Bejo,Thomas Scimeca","Camille Japy,Camille Japy",24474,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/06/16/12/10/5504053.jpg,france,19/07/2023 au 26/07/2023,,paname distribution,0,sous le tapis,pas de titre original
"Daphne Patakia,Benoît Poelvoorde,Agnès Jaoui","Marie Garel-Weiss,Marie Garel-Weiss,Salvatore Lista",36931,,https://fr.web.img3.acsta.net/c_310_420/pictures/23/06/14/14/03/1885759.jpg,france,26 juillet au 2 août 2023,,pyramide distribution,0,sur la branche,pas de titre original
"Kristine Kujath Thorp,Eirik Sæther,Fanny Vaager","Kristoffer Borgli,Kristoffer Borgli",14638,,https://fr.web.img3.acsta.net/c_310_420/pictures/23/04/28/08/52/1887852.jpg,norvège,31 mai au 7 juin 2023,,tandem,0,sick of myself,pas de titre original
"Irène Jacob,Yaël Abecassis,Hana Laszlo","Amos Gitaï,Amos Gitaï",1030,,https://fr.web.img2.acsta.net/c_310_420/pictures/24/01/22/14/29/0603279.jpg,israël,06/03/2024 au 13/03/2024,,epicentre films,0,shikun,pas de titre original
"Willem Dafoe,Gene Bervoets,Eliza Stuyck","Vasilis Katsoupis,Ben Hopkins",2654,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/09/07/14/26/0134840.jpg,grèce,01/11/2023 au 8/11/2023,,l'atelier distribution,0,à l'intérieur,inside
"Mélanie Thierry,Josiane Balasko,Marina Foïs","Arnaud des Pallières,Arnaud des Pallières,Christelle Berthevas",47251,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/12/08/09/28/5076765.jpg,france,24/01/2024 au 31/01/2024,,wild bunch distribution,0,captives,pas de titre original
"Merve Dizdar,Ece Bağcı,Musab Ekici","Nuri Bilge Ceylan,Ebru Ceylan,Nuri Bilge Ceylan",32179,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/06/01/09/22/0157298.jpg,turquie,12/07/2023 au 19/07/2023,,memento distribution,0,les herbes sèches,kuru otlar üstüne
"Elina Löwensohn,Christa Théret,Julia Riedler","Bertrand Mandico,Bertrand Mandico",8594,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/10/09/12/19/4526951.jpg,france,29 novembre au 6 décembre 2023,,ufo distribution,0,conann,pas de titre original
"Ichem Bougheraba,Walid Ben Amar,Arriles Amrani","Ali Boughéraba,Hakim Boughéraba",228318,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/02/04/17/58/3314454.jpg,france,20/04/2022 au 27/04/2022,,apollo films,0,les segpa,pas de titre original
"Sakura Andô,Eita Nagayama,Soya Kurokawa","Hirokazu Kore-eda,Yuji Sakamoto",63240,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/11/09/14/16/0355735.jpg,japon,03/01/2024 au 10/01/2024,,le pacte,0,l'innocence,kaibutsu
